Facility_ID,Reception_Room(s),Consultation_Room(s),Dressing_Room(s),Ward_Room(s),Injection_Room(s),Observation_Room(s),Remarks,Patient_Beds,Deliery_Beds,Baby_Cots,Ambulances,Cars,Motorcycles,Other_Transport,Sterilazation_and_Infection_Control,Means_of_Transport_to_Referral_Point,Distance_to_Referral_Point,Challanges/Remarks_to_Referral_Point,Other_Source_of_Energy,Other_Mobile_Networks,Other_Source_of_Water,Toilet_Remarks,Other_Waste_Management
100350-8,1,Not set,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,1,Not set,Not set,,Not set,70 kms,Not set,Not set,Not set,Not set,Not set,Not set
100351-6,Not set,1,1,Not set,Not set,1,Not set,1,1,Not set,Not set,Not set,Not set,Not set,0,Ambulance from the Health center,27km,Rough road,Not set,Halotel,well,Not set,Not set
100352-4,Not set,1,Not set,2,Not set,Not set,Not set,Not set,2,Not set,Not set,Not set,Not set,Not set,,Ambulance public transport,Not set,Transport availability,Not set,Not set,Not set,Not set,Not set
113369-3,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100354-0,1,2,1,8,Not set,1,Not set,40,2,Not set,Not set,Not set,Not set,Not set,,Private,4,Not set,Not set,Not set,Not set,Not set,Not set
109259-2,1,1,1,Not set,Not set,1,Not set,2,Not set,Not set,Not set,Not set,Not set,Not set,,Public Transport,1 km,Transport Constraint,Not set,Ttcl,Not set,Not set,Transported to Council Hospital
100355-7,1,2,1,2,Not set,1,Not set,8,1,Not set,Not set,1,Not set,Not set,,public/private,14 km,Not set,Not set,Not set,Not set,Not set,Not set
112028-6,1,1,1,2,Not set,1,Not set,7,Not set,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113136-6,1,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,,Private Transport,500m,Not set,Not set,Halotel,Not set,Not set,Not set
113581-3,1,2,1,Not set,Not set,2,Nil,4,Not set,Not set,Not set,Not set,Not set,Hiring,Hiring,Hiring car,6km,Not set,nil,Not set,Not set,Not set,Not set
113627-4,1,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100356-5,1,3,1,2,Not set,1,Not set,8,3,Not set,Not set,Not set,Not set,Not set,,Car,6km,No ambulance,Not set,TTCL,Not set,Not set,Not set
109869-8,1,1,1,2,Not set,2,Not set,7,Not set,Not set,Not set,Not set,Not set,Not set,,BODABODA TAX,2KM,no reliable transportation,Not set,halotel,Not set,Not set,Not set
100357-3,1,2,1,Not set,Not set,1,Not set,6,Not set,Not set,Not set,Not set,Not set,Public Transport,Public Transport,Public Transport,4km,Reachable,Not set,Not set,Not set,Not set,Not set
100359-9,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100361-5,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100362-3,1,2,1,1,Not set,Not set,Not set,60,3,Not set,Not set,Not set,Not set,Bicycle,Bicycle,District Ambulance,68 KM,inadequate number of ambulances only 2 ambulances avaiable in the district,Not set,Not set,Not set,Not set,Not set
100363-1,2,2,1,Not set,Not set,1,Not set,2,Not set,Not set,Not set,Not set,Not set,Not set,,public transport,Not set,Not set,Not set,Not set,Not set,Not set,Not set
104322-3,1,2,1,6,Not set,Not set,Not set,36,1,1,Not set,Not set,Not set,Not set,0,PRIVATE MOTORCAR OR PRIVATE MOTOR CYCLE,11KM,High cost to afford transport cost to refferal point,Not set,Not set,Not set,Not set,Not set
100364-9,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100365-6,1,2,1,Not set,Not set,1,There is a good flowpartenkeep it up,2,1,Not set,Not set,1,Not set,Not set,,sometimes use an administrative carbut the patients transferred by their own means,5 km.,There is no specific means of transport,Not set,Halotel,Not set,there are in good condition,Not set
100368-0,1,1,1,Not set,Not set,1,well,2,1,1,Not set,Not set,Not set,no transpots,no transpots,ambulances from nearby facilities,20,ROUGH ROAD,no any other,halotel,no other,well,Not set
100370-6,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100371-4,1,1,Not set,Not set,Not set,Not set,Dental clinic,1,Not set,Not set,Not set,Not set,Not set,Not set,,Self Refferal,15km,Traffic jam,Not set,Not set,Not set,Not set,Not set
109610-6,1,2,1,2,Not set,1,Not set,10,Not set,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100372-2,1,1,1,Not set,Not set,1,Not set,2,Not set,Not set,Not set,Not set,Not set,Not set,,self transport to patients,1.5km,lack of transport for patients,Not set,Not set,Not set,Not set,Not set
100374-8,1,1,1,1,Not set,1,Not set,Not set,2,Not set,Not set,Not set,Not set,Not set,,Public transport,60km,Not set,Not set,Not set,Not set,Not set,Not set
109040-6,1,1,1,1,Not set,1,Not set,1,1,1,Not set,Not set,Not set,Not set,,Ambulance from Kimeya Health Center.,18 km,Bad infrastructure.,Not set,Not set,Not set,Not set,Not set
109004-2,1,1,1,Not set,Not set,1,Chumba kimoja kinatoahuduma zaidi ya moja,1,1,Not set,Not set,Not set,Not set,Not set,,Ambulance from Kayanga and public Transport,12km,wakati mwingine Ambulance inakuwa imefuata mjamzito vituo vingine,Not set,Halotel,simtank,Kituo hakina maji ya kutosha kwaajili ya pour flush,Not set
113766-0,1,1,1,Not set,1,2,Not set,2,1,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100375-5,2,1,1,2,Not set,Not set,Not set,14,2,Not set,Not set,Not set,Not set,None,None,Ambulance from DMOs Office,30 Km,Unreliable transport to reach referral point,Kerosine,Not set,Not set,Not set,Not set
100377-1,1,3,1,5,Not set,Not set,Not set,Not set,Not set,Not set,Not set,1,1,Not set,,Ambulance,Not set,Not set,Not set,Not set,Not set,Not set,Not set
109615-5,1,1,1,1,Not set,Not set,more rooms needed,2,2,Not set,Not set,Not set,Not set,Not set,,bodaboda,2km,no reliable transport,Not set,halotel,Not set,Not set,Not set
100378-9,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
109185-9,1,2,Not set,Not set,Not set,Not set,Needs Extension,Not set,1,Not set,Not set,Not set,Not set,Not set,,Ambulance,166 km,Poor communication networks,Not set,Halotel,Not set,Not set,Not set
100380-5,1,1,1,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100381-3,1,1,1,Not set,Not set,1,Standard,2,1,Not set,Not set,Not set,Not set,Not set,,Public transport and DMO's office ambulance,22,Poor transport infrastructure during the rain season,Not set,Not set,Not set,New modernized toilet need to be constructed,Not set
100382-1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
110777-0,1,2,1,Not set,1,2,Not set,5,Not set,Not set,Not set,Not set,Not set,Not set,0,Private Car,30km to Mwananyamala Hospital,Traffic jam,Not set,Not set,Not set,Not set,Not set
113651-4,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
111004-8,1,2,1,Not set,Not set,2,Not set,2,Not set,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100385-4,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
102561-8,1,2,1,6,Not set,2,Not set,29,2,Not set,1,Not set,Not set,None,None,Not set,12km,Unreliable Transport,Not set,Not set,Not set,Not set,Not set
100386-2,1,2,1,Not set,1,2,Good,4,Not set,Not set,Not set,Not set,Not set,self car,self car,Self Refferal,10km,Traffic jam,Not set,Not set,Not set,Not set,Not set
109675-9,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,parrafin lamp,Not set,No water supply,Not set,Not set
111391-9,1,2,1,Not set,Not set,2,Not set,4,Not set,Not set,Not set,Not set,Not set,Not set,,Self transport/hiring,3km,Traffic jam,Not set,Not set,Not set,Not set,Not set
113370-1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100387-0,1,1,1,Not set,Not set,1,Not set,2,1,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100388-8,1,7,1,5,Not set,2,THE EXPANSION OF THE FACILITY IS GOING ON,26,3,Not set,1,Not set,Not set,Not set,,AMBULANCE,15 KM TO MWANANYAMALA HOSPITAL,ECEIVE PATIENTS AT CRITICAL STAGE TRAFFIC JAM,Not set,TTCL LAND LINE,Not set,Not set,Not set
108608-1,1,1,1,Not set,Not set,1,Not set,2,1,Not set,Not set,Not set,Not set,Not set,,Private,23km,no ambulance services,Not set,Not set,Not set,Not set,Not set
111013-9,1,1,1,Not set,Not set,1,In good condition,2,1,Not set,Not set,Not set,Not set,Public transport,Public transport,Public transport,15 km,Rough road,Not set,Not set,Not set,Well in good condition,Not set
110295-3,1,1,1,Not set,Not set,Not set,Not set,2,1,Not set,Not set,Not set,Not set,Not set,,private car,69,N0 TRansport to reach the refferal point,Not set,Not set,Not set,Not set,Not set
113562-3,1,2,1,2,Not set,1,Not set,4,1,1,Not set,Not set,Not set,Not set,0,Mkuranga Hospital Ambulance,26 KM,SHARED MEANS OF TRANSPORT,Not set,Not set,Not set,Not set,Not set
100390-4,1,1,1,1,Not set,1,Not set,2,1,Not set,Not set,Not set,Not set,Public transport,Public transport,Public Transport,22 Km to Mwananyamala Hospital),difficulty to get car in time in case of emergency,Not set,Not set,Not set,Not set,Not set
100391-2,Not set,1,1,Not set,Not set,Not set,none,2,1,2,Not set,Not set,Not set,Bicycle,Bicycle,on call ambulance,12,Rough road,Not set,Not set,Not set,Not set,IPC standard Dustbin
100392-0,1,2,1,1,Not set,Not set,Not set,4,2,Not set,Not set,Not set,Not set,Not set,,Ambulance public transport,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100393-8,1,1,Not set,Not set,Not set,1,LACK OF RELIABLE INFROSTRATURE,1,Not set,Not set,Not set,Not set,Not set,Not set,,BODABODA,3km,NO RELIABLE TRANSPORT,GAS,HALOTEL,Not set,NO RELIABLE TOILET,Not set
100394-6,1,1,1,Not set,Not set,1,Not set,2,2,Not set,Not set,Not set,Not set,Not set,,Lack transport,15,ROAD CONDITION DURING RAIN SEASON,Not set,Not set,Not set,Not set,no
100395-3,1,1,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,,Hire cars,3Kms,Hiring costs,Not set,Not set,Not set,Not set,Not set
100396-1,1,1,1,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,1,Not set,,Hire cars,3Kms,Hiring costs,Not set,Not set,Not set,Not set,Not set
100398-7,1,1,1,Not set,Not set,2,Not set,1,Not set,Not set,Not set,Not set,Not set,Not set,,Hire cars,2 Kms,Not set,Not set,Not set,Not set,Not set,Not set
100399-5,1,1,1,Not set,Not set,2,Not set,13,1,Not set,Not set,Not set,Not set,Not set,0,Public bus,20km,No specific transport for referral point,Not set,Not set,Not set,Not set,Not set
100400-1,1,1,1,Not set,Not set,1,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,Hire cars,3Kms,Not set,Not set,Not set,Not set,Not set,Not set
100401-9,Not set,1,1,1,Not set,1,Not set,4,2,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Halotel,Not set,Not set,Not set
100402-7,Not set,2,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Byscle,Byscle,Ambulence of Songea Municipal Council,3km,Not set,Not set,Not set,Not set,satisfactory,Not set
100406-8,1,1,1,Not set,Not set,1,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,Ambulance from DMO Office,13 Km,Unreliable Transport,Not set,Not set,Traditional dug well,Not set,Not set
100407-6,1,2,1,Not set,1,2,Not set,4,Not set,Not set,Not set,Not set,Not set,Not set,,Public Transport,Not set,Not set,Not set,Not set,Not set,Not set,Not set
110127-8,1,1,Not set,Not set,Not set,1,Not set,4,2,Not set,Not set,Not set,Not set,Not set,,Ambulance from Mtowisa Health Centre,Not set,Shortage of vehicle for referral of emergency surgical and obstetric surgery,Kerosine Lamp,Not set,Not set,Not set,Not set
100409-2,1,1,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,,Ambulance from Majengo,1/2 km,Not set,Not set,Not set,Not set,Not set,Not set
100410-0,Not set,1,1,Not set,Not set,Not set,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,Private,108km,no ambulance services,Not set,Not set,Not set,Not set,Not set
100411-8,1,2,1,2,Not set,1,Not set,10,1,2,Not set,Not set,1,Not set,,motorcycle and Private car,20km,private car is costly and no fuel for motorcycle,Not set,Not set,Not set,Not set,Not set
112593-9,2,2,Not set,Not set,Not set,Not set,Good Condition,Not set,Not set,Not set,Not set,1,Not set,Not set,,Private Car,km 6,no,Not set,Halotel,Not set,Not set,Not set
100413-4,1,1,1,Not set,1,1,Good,2,1,Not set,1,Not set,Not set,Not set,,Ambulance,25km,Traffic jam,Not set,Not set,Not set,Not set,Not set
113797-5,1,1,1,Not set,1,1,Not set,1,1,Not set,Not set,Not set,Not set,PUBLIC TRANSPORT,PUBLIC TRANSPORT,PUBLIC TRANSPORT,15KM,Not set,Not set,Not set,Not set,Not set,Not set
100314-4,1,1,1,Not set,Not set,1,Good Condition,2,Not set,Not set,Not set,1,Not set,No,No,Institutional car,2 Km,No,Not set,Halotel,Not set,Building is in good condition,Not set
111189-7,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Amburance from hospital,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100417-5,1,1,Not set,Not set,1,Not set,More room required,3,2,Not set,Not set,Not set,Not set,bicyles,bicyles,Ambulance,5 Kms,No challenges.,Not set,TTCL,Not set,Not set,Not set
100373-0,1,5,1,Not set,Not set,3,Not set,4,Not set,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112653-1,1,1,1,Not set,Not set,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,Not set,0,Here car,27km,Trafic jam,Not set,Not set,Not set,Not set,Not set
113270-3,1,Not set,Not set,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,0,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100422-5,1,Not set,1,Not set,Not set,Not set,Not set,3,2,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100421-7,1,1,1,Not set,Not set,1,Not set,9,1,Not set,Not set,Not set,Not set,PUBLIC,PUBLIC,PUBLIC,10KM,Lack of transport,Not set,HALOTEL,Not set,No toilets for staffs houses,Not set
100423-3,Not set,1,1,Not set,Not set,Not set,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,,Ambulance,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100424-1,1,1,1,1,Not set,1,NEED REHABILITATION,4,1,Not set,Not set,Not set,Not set,Not set,,AMBULANCE,60 KM,Not set,Not set,HALOTEL,Not set,Not set,Not set
100427-4,1,1,1,2,Not set,1,Not set,4,1,Not set,Not set,Not set,Not set,Not set,,AMBULANCE,KM 70,Not set,Not set,HALOTEL,Not set,Not set,Not set
100426-6,1,1,1,Not set,Not set,Not set,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100428-2,1,1,1,Not set,Not set,1,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,public/private,7 km,Not set,Not set,Ttcl,Not set,Not set,Not set
113707-4,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
110207-8,1,1,1,1,Not set,1,Not set,4,1,Not set,Not set,Not set,Not set,Not set,,ambulance,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100431-6,Not set,1,1,Not set,Not set,Not set,Not set,Not set,4,Not set,Not set,Not set,Not set,Bicycle,Bicycle,By road,30 Km,Not set,Not set,Not set,Not set,Not set,Not set
100432-4,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100433-2,1,5,1,8,Not set,Not set,Not set,130,8,Not set,Not set,3,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
109809-4,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
110394-4,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100434-0,Not set,1,1,Not set,Not set,Not set,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,District Ambulance and tax,Not set,Not set,Not set,Not set,Not set,Not set,Not set
100435-7,Not set,1,Not set,Not set,Not set,Not set,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,,Boat,Not set,Not set,Not set,Not set,Not set,Not set,Not set
111911-4,1,1,1,Not set,Not set,1,Not set,8,3,Not set,Not set,Not set,Not set,Not set,,Calling ambulance from Karume HC,5km,Not set,Not set,Not set,Not set,Not set,Not set
109450-7,Not set,1,1,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Halotel,Not set,Not set,Not set
100436-5,2,2,1,Not set,Not set,1,Not set,3,5,Not set,Not set,Not set,Not set,public,public,public,13km,not reliable transport,Not set,Not set,Not set,Not set,Not set
100437-3,1,1,1,Not set,Not set,Not set,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,,Private transport and Ambulance from District Hospital,20km,Distance from District Hospital,Not set,Halotel,Not set,Not set,Not set
100438-1,25,42,9,22,Not set,15,Not set,950,7,10,2,26,Not set,Not set,,Not set,1200 KM,Not set,Not set,Not set,Not set,Not set,Not set
100439-9,1,1,1,2,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,,Public,65km,Not set,Not set,Not set,Not set,Not set,Not set
100440-7,1,1,Not set,Not set,Not set,Not set,Not set,1,2,Not set,Not set,Not set,Not set,Not set,,Self referral,10km,Not set,Not set,Not set,Not set,Not set,Not set
