Facility_ID,Type of Infrastructure,Value
102434-8,Mobile_Networks,Vodacom
102434-8,Mobile_Networks,Tigo
102436-3,Mobile_Networks,Airtel
102436-3,Mobile_Networks,Vodacom
102436-3,Mobile_Networks,Tigo
111859-5,Mobile_Networks,Airtel
111859-5,Mobile_Networks,Vodacom
111859-5,Mobile_Networks,Tigo
111859-5,Mobile_Networks,Zantel
111859-5,Mobile_Networks,Other
102437-1,Mobile_Networks,Airtel
102437-1,Mobile_Networks,Vodacom
102437-1,Mobile_Networks,Tigo
102437-1,Mobile_Networks,Other
109717-9,Mobile_Networks,Airtel
109717-9,Mobile_Networks,Vodacom
112411-4,Mobile_Networks,Vodacom
102439-7,Mobile_Networks,Airtel
102439-7,Mobile_Networks,Vodacom
102439-7,Mobile_Networks,Tigo
102440-5,Mobile_Networks,Airtel
102440-5,Mobile_Networks,Vodacom
111336-4,Mobile_Networks,Not set
102441-3,Mobile_Networks,Airtel
102442-1,Mobile_Networks,Not set
111471-9,Mobile_Networks,Airtel
111471-9,Mobile_Networks,Vodacom
111471-9,Mobile_Networks,Tigo
111471-9,Mobile_Networks,Other
102444-7,Mobile_Networks,Not set
102445-4,Mobile_Networks,Not set
109270-9,Mobile_Networks,Airtel
109270-9,Mobile_Networks,Vodacom
109270-9,Mobile_Networks,Tigo
109270-9,Mobile_Networks,Other
112892-5,Mobile_Networks,Not set
102447-0,Mobile_Networks,Airtel
102447-0,Mobile_Networks,Vodacom
102447-0,Mobile_Networks,Tigo
102447-0,Mobile_Networks,Zantel
102448-8,Mobile_Networks,Airtel
102448-8,Mobile_Networks,Vodacom
102448-8,Mobile_Networks,Tigo
102449-6,Mobile_Networks,Not set
102450-4,Mobile_Networks,Airtel
102450-4,Mobile_Networks,Vodacom
102450-4,Mobile_Networks,Tigo
102451-2,Mobile_Networks,Vodacom
102452-0,Mobile_Networks,Airtel
102452-0,Mobile_Networks,Vodacom
102453-8,Mobile_Networks,Not set
108710-5,Mobile_Networks,Not set
102454-6,Mobile_Networks,Vodacom
102455-3,Mobile_Networks,Airtel
102455-3,Mobile_Networks,Vodacom
102455-3,Mobile_Networks,Tigo
102455-3,Mobile_Networks,Zantel
102455-3,Mobile_Networks,Other
102456-1,Mobile_Networks,Airtel
102456-1,Mobile_Networks,Vodacom
102456-1,Mobile_Networks,Tigo
112467-6,Mobile_Networks,Not set
102457-9,Mobile_Networks,Other
102458-7,Mobile_Networks,Airtel
102458-7,Mobile_Networks,Vodacom
102458-7,Mobile_Networks,Tigo
102459-5,Mobile_Networks,Airtel
102459-5,Mobile_Networks,Vodacom
102459-5,Mobile_Networks,Tigo
102459-5,Mobile_Networks,Zantel
112840-4,Mobile_Networks,Airtel
112840-4,Mobile_Networks,Vodacom
112840-4,Mobile_Networks,Tigo
102460-3,Mobile_Networks,Airtel
102460-3,Mobile_Networks,Vodacom
102460-3,Mobile_Networks,Tigo
102460-3,Mobile_Networks,Zantel
102461-1,Mobile_Networks,Not set
102463-7,Mobile_Networks,Airtel
102463-7,Mobile_Networks,Vodacom
102463-7,Mobile_Networks,Tigo
102464-5,Mobile_Networks,Airtel
102464-5,Mobile_Networks,Vodacom
102465-2,Mobile_Networks,Not set
102466-0,Mobile_Networks,Airtel
102466-0,Mobile_Networks,Vodacom
102466-0,Mobile_Networks,Tigo
105336-2,Mobile_Networks,Airtel
105336-2,Mobile_Networks,Vodacom
105336-2,Mobile_Networks,Tigo
105336-2,Mobile_Networks,Zantel
105336-2,Mobile_Networks,Other
102467-8,Mobile_Networks,Airtel
102467-8,Mobile_Networks,Vodacom
102468-6,Mobile_Networks,Airtel
102468-6,Mobile_Networks,Vodacom
102468-6,Mobile_Networks,Tigo
102469-4,Mobile_Networks,Vodacom
102469-4,Mobile_Networks,Tigo
102470-2,Mobile_Networks,Airtel
102470-2,Mobile_Networks,Vodacom
102470-2,Mobile_Networks,Tigo
102472-8,Mobile_Networks,Airtel
102472-8,Mobile_Networks,Vodacom
102472-8,Mobile_Networks,Tigo
102473-6,Mobile_Networks,Airtel
102473-6,Mobile_Networks,Vodacom
102473-6,Mobile_Networks,Tigo
102473-6,Mobile_Networks,Zantel
112288-6,Mobile_Networks,Airtel
112288-6,Mobile_Networks,Vodacom
112039-3,Mobile_Networks,Airtel
112039-3,Mobile_Networks,Vodacom
112039-3,Mobile_Networks,Tigo
108849-1,Mobile_Networks,Airtel
108849-1,Mobile_Networks,Vodacom
108849-1,Mobile_Networks,Tigo
108849-1,Mobile_Networks,Zantel
102475-1,Mobile_Networks,Airtel
102475-1,Mobile_Networks,Vodacom
102475-1,Mobile_Networks,Tigo
102474-4,Mobile_Networks,Airtel
102474-4,Mobile_Networks,Vodacom
102477-7,Mobile_Networks,Airtel
112326-4,Mobile_Networks,Airtel
112326-4,Mobile_Networks,Vodacom
112326-4,Mobile_Networks,Tigo
112326-4,Mobile_Networks,Zantel
102479-3,Mobile_Networks,Airtel
102479-3,Mobile_Networks,Vodacom
102479-3,Mobile_Networks,Tigo
102478-5,Mobile_Networks,Airtel
102478-5,Mobile_Networks,Vodacom
102478-5,Mobile_Networks,Tigo
102478-5,Mobile_Networks,Zantel
102482-7,Mobile_Networks,Airtel
102482-7,Mobile_Networks,Vodacom
102482-7,Mobile_Networks,Tigo
102482-7,Mobile_Networks,Other
102480-1,Mobile_Networks,Airtel
102480-1,Mobile_Networks,Tigo
102481-9,Mobile_Networks,Airtel
102481-9,Mobile_Networks,Vodacom
102481-9,Mobile_Networks,Tigo
102483-5,Mobile_Networks,Not set
102484-3,Mobile_Networks,Airtel
102484-3,Mobile_Networks,Vodacom
102484-3,Mobile_Networks,Tigo
102484-3,Mobile_Networks,Other
102485-0,Mobile_Networks,Airtel
102485-0,Mobile_Networks,Vodacom
102485-0,Mobile_Networks,Tigo
102485-0,Mobile_Networks,Zantel
102486-8,Mobile_Networks,Airtel
102486-8,Mobile_Networks,Vodacom
102486-8,Mobile_Networks,Tigo
102486-8,Mobile_Networks,Other
111325-7,Mobile_Networks,Not set
102487-6,Mobile_Networks,Airtel
102487-6,Mobile_Networks,Vodacom
102488-4,Mobile_Networks,Vodacom
102489-2,Mobile_Networks,Airtel
102489-2,Mobile_Networks,Vodacom
102489-2,Mobile_Networks,Tigo
102491-8,Mobile_Networks,Airtel
102491-8,Mobile_Networks,Vodacom
102491-8,Mobile_Networks,Tigo
102491-8,Mobile_Networks,Zantel
102493-4,Mobile_Networks,Airtel
102493-4,Mobile_Networks,Vodacom
102493-4,Mobile_Networks,Tigo
102490-0,Mobile_Networks,Airtel
102490-0,Mobile_Networks,Vodacom
102490-0,Mobile_Networks,Tigo
102492-6,Mobile_Networks,Airtel
102492-6,Mobile_Networks,Vodacom
102492-6,Mobile_Networks,Tigo
102492-6,Mobile_Networks,Zantel
102492-6,Mobile_Networks,Other
110853-9,Mobile_Networks,Airtel
102495-9,Mobile_Networks,Not set
102496-7,Mobile_Networks,Airtel
102496-7,Mobile_Networks,Vodacom
102496-7,Mobile_Networks,Tigo
102496-7,Mobile_Networks,Zantel
102497-5,Mobile_Networks,Airtel
102497-5,Mobile_Networks,Vodacom
102497-5,Mobile_Networks,Tigo
102498-3,Mobile_Networks,Airtel
102498-3,Mobile_Networks,Vodacom
102498-3,Mobile_Networks,Tigo
102499-1,Mobile_Networks,Airtel
102499-1,Mobile_Networks,Vodacom
102499-1,Mobile_Networks,Tigo
102500-6,Mobile_Networks,Airtel
102500-6,Mobile_Networks,Vodacom
102500-6,Mobile_Networks,Tigo
102502-2,Mobile_Networks,Airtel
102502-2,Mobile_Networks,Vodacom
102502-2,Mobile_Networks,Tigo
102504-8,Mobile_Networks,Airtel
102504-8,Mobile_Networks,Vodacom
102505-5,Mobile_Networks,Not set
102506-3,Mobile_Networks,Not set
102507-1,Mobile_Networks,Not set
102508-9,Mobile_Networks,Airtel
102508-9,Mobile_Networks,Vodacom
102508-9,Mobile_Networks,Tigo
102508-9,Mobile_Networks,Zantel
102509-7,Mobile_Networks,Not set
102510-5,Mobile_Networks,Airtel
102510-5,Mobile_Networks,Vodacom
102511-3,Mobile_Networks,Airtel
102511-3,Mobile_Networks,Vodacom
102511-3,Mobile_Networks,Tigo
102511-3,Mobile_Networks,Zantel
110821-6,Mobile_Networks,Not set
102512-1,Mobile_Networks,Not set
102513-9,Mobile_Networks,Not set
102514-7,Mobile_Networks,Airtel
102514-7,Mobile_Networks,Vodacom
102514-7,Mobile_Networks,Tigo
102514-7,Mobile_Networks,Zantel
102515-4,Mobile_Networks,Airtel
102515-4,Mobile_Networks,Vodacom
102515-4,Mobile_Networks,Tigo
108478-9,Mobile_Networks,Airtel
108478-9,Mobile_Networks,Vodacom
102517-0,Mobile_Networks,Not set
102518-8,Mobile_Networks,Airtel
102518-8,Mobile_Networks,Vodacom
102518-8,Mobile_Networks,Tigo
102519-6,Mobile_Networks,Vodacom
102520-4,Mobile_Networks,Airtel
102520-4,Mobile_Networks,Vodacom
102520-4,Mobile_Networks,Tigo
102520-4,Mobile_Networks,Zantel
108590-1,Mobile_Networks,Airtel
108590-1,Mobile_Networks,Vodacom
108590-1,Mobile_Networks,Tigo
108590-1,Mobile_Networks,Other
102521-2,Mobile_Networks,Airtel
102521-2,Mobile_Networks,Vodacom
102522-0,Mobile_Networks,Vodacom
102523-8,Mobile_Networks,Not set
112250-6,Mobile_Networks,Airtel
112250-6,Mobile_Networks,Vodacom
112250-6,Mobile_Networks,Tigo
112250-6,Mobile_Networks,Zantel
111113-7,Mobile_Networks,Airtel
111113-7,Mobile_Networks,Vodacom
111113-7,Mobile_Networks,Tigo
111113-7,Mobile_Networks,Zantel
110580-8,Mobile_Networks,Airtel
110580-8,Mobile_Networks,Vodacom
110580-8,Mobile_Networks,Tigo
110580-8,Mobile_Networks,Zantel
102524-6,Mobile_Networks,Tigo
102525-3,Mobile_Networks,Vodacom
102525-3,Mobile_Networks,Tigo
112772-9,Mobile_Networks,Airtel
112772-9,Mobile_Networks,Vodacom
112772-9,Mobile_Networks,Tigo
112772-9,Mobile_Networks,Zantel
112772-9,Mobile_Networks,Other
102528-7,Mobile_Networks,Airtel
102528-7,Mobile_Networks,Vodacom
102529-5,Mobile_Networks,Airtel
102529-5,Mobile_Networks,Vodacom
102529-5,Mobile_Networks,Tigo
102531-1,Mobile_Networks,Airtel
102531-1,Mobile_Networks,Vodacom
102531-1,Mobile_Networks,Tigo
102531-1,Mobile_Networks,Zantel
102532-9,Mobile_Networks,Not set
110776-2,Mobile_Networks,Airtel
110776-2,Mobile_Networks,Vodacom
110776-2,Mobile_Networks,Tigo
102533-7,Mobile_Networks,Airtel
102533-7,Mobile_Networks,Vodacom
102533-7,Mobile_Networks,Tigo
108441-7,Mobile_Networks,Airtel
108441-7,Mobile_Networks,Vodacom
108441-7,Mobile_Networks,Tigo
108441-7,Mobile_Networks,Zantel
113791-8,Mobile_Networks,Airtel
113791-8,Mobile_Networks,Vodacom
113791-8,Mobile_Networks,Tigo
112919-6,Mobile_Networks,Airtel
112919-6,Mobile_Networks,Vodacom
112919-6,Mobile_Networks,Tigo
112919-6,Mobile_Networks,Other
110659-0,Mobile_Networks,Not set
102537-8,Mobile_Networks,Airtel
102537-8,Mobile_Networks,Vodacom
102537-8,Mobile_Networks,Tigo
102538-6,Mobile_Networks,Airtel
102538-6,Mobile_Networks,Vodacom
102538-6,Mobile_Networks,Tigo
102539-4,Mobile_Networks,Airtel
102539-4,Mobile_Networks,Vodacom
102539-4,Mobile_Networks,Tigo
102539-4,Mobile_Networks,Other
102540-2,Mobile_Networks,Not set
113228-1,Mobile_Networks,Not set
112225-8,Mobile_Networks,Airtel
112225-8,Mobile_Networks,Vodacom
112225-8,Mobile_Networks,Tigo
112225-8,Mobile_Networks,Zantel
109914-2,Mobile_Networks,Airtel
109914-2,Mobile_Networks,Vodacom
109914-2,Mobile_Networks,Tigo
102542-8,Mobile_Networks,Airtel
102542-8,Mobile_Networks,Vodacom
102542-8,Mobile_Networks,Tigo
102544-4,Mobile_Networks,Vodacom
102544-4,Mobile_Networks,Tigo
102544-4,Mobile_Networks,Zantel
102545-1,Mobile_Networks,Airtel
102545-1,Mobile_Networks,Vodacom
102545-1,Mobile_Networks,Tigo
102545-1,Mobile_Networks,Zantel
102546-9,Mobile_Networks,Airtel
102546-9,Mobile_Networks,Vodacom
102546-9,Mobile_Networks,Tigo
110701-0,Mobile_Networks,Airtel
110701-0,Mobile_Networks,Vodacom
110701-0,Mobile_Networks,Tigo
102547-7,Mobile_Networks,Tigo
110679-8,Mobile_Networks,Airtel
110679-8,Mobile_Networks,Vodacom
110679-8,Mobile_Networks,Tigo
103195-4,Mobile_Networks,Not set
102548-5,Mobile_Networks,Not set
102549-3,Mobile_Networks,Airtel
102549-3,Mobile_Networks,Vodacom
102550-1,Mobile_Networks,Not set
102551-9,Mobile_Networks,Airtel
102551-9,Mobile_Networks,Vodacom
102551-9,Mobile_Networks,Tigo
109564-5,Mobile_Networks,Airtel
109564-5,Mobile_Networks,Vodacom
109564-5,Mobile_Networks,Tigo
111892-6,Mobile_Networks,Airtel
111892-6,Mobile_Networks,Vodacom
111892-6,Mobile_Networks,Tigo
102552-7,Mobile_Networks,Not set
102553-5,Mobile_Networks,Airtel
102553-5,Mobile_Networks,Vodacom
102554-3,Mobile_Networks,Airtel
102554-3,Mobile_Networks,Vodacom
102554-3,Mobile_Networks,Tigo
102554-3,Mobile_Networks,Zantel
102554-3,Mobile_Networks,Other
102555-0,Mobile_Networks,Airtel
102555-0,Mobile_Networks,Vodacom
102556-8,Mobile_Networks,Airtel
102556-8,Mobile_Networks,Vodacom
102556-8,Mobile_Networks,Tigo
102556-8,Mobile_Networks,Zantel
102557-6,Mobile_Networks,Airtel
102557-6,Mobile_Networks,Vodacom
102557-6,Mobile_Networks,Tigo
102558-4,Mobile_Networks,Airtel
102558-4,Mobile_Networks,Vodacom
102558-4,Mobile_Networks,Tigo
102559-2,Mobile_Networks,Airtel
102559-2,Mobile_Networks,Vodacom
102559-2,Mobile_Networks,Tigo
102559-2,Mobile_Networks,Zantel
102560-0,Mobile_Networks,Airtel
102560-0,Mobile_Networks,Vodacom
102560-0,Mobile_Networks,Tigo
102560-0,Mobile_Networks,Zantel
102562-6,Mobile_Networks,Airtel
102562-6,Mobile_Networks,Vodacom
102562-6,Mobile_Networks,Tigo
102562-6,Mobile_Networks,Zantel
102563-4,Mobile_Networks,Airtel
102563-4,Mobile_Networks,Vodacom
102564-2,Mobile_Networks,Not set
102565-9,Mobile_Networks,Airtel
102565-9,Mobile_Networks,Vodacom
106940-0,Mobile_Networks,Airtel
106940-0,Mobile_Networks,Vodacom
106940-0,Mobile_Networks,Tigo
102566-7,Mobile_Networks,Airtel
102566-7,Mobile_Networks,Tigo
102567-5,Mobile_Networks,Airtel
102567-5,Mobile_Networks,Vodacom
102567-5,Mobile_Networks,Tigo
102567-5,Mobile_Networks,Zantel
111424-8,Mobile_Networks,Not set
111882-7,Mobile_Networks,Not set
102568-3,Mobile_Networks,Airtel
102568-3,Mobile_Networks,Vodacom
109567-8,Mobile_Networks,Airtel
109567-8,Mobile_Networks,Vodacom
102569-1,Mobile_Networks,Airtel
102569-1,Mobile_Networks,Vodacom
102569-1,Mobile_Networks,Tigo
102570-9,Mobile_Networks,Airtel
102570-9,Mobile_Networks,Vodacom
102570-9,Mobile_Networks,Tigo
102571-7,Mobile_Networks,Not set
102572-5,Mobile_Networks,Airtel
102572-5,Mobile_Networks,Vodacom
102572-5,Mobile_Networks,Tigo
102572-5,Mobile_Networks,Zantel
102573-3,Mobile_Networks,Airtel
102573-3,Mobile_Networks,Vodacom
102573-3,Mobile_Networks,Tigo
110457-9,Mobile_Networks,Not set
102574-1,Mobile_Networks,Airtel
102574-1,Mobile_Networks,Vodacom
102574-1,Mobile_Networks,Tigo
102574-1,Mobile_Networks,Zantel
102575-8,Mobile_Networks,Airtel
102575-8,Mobile_Networks,Vodacom
102575-8,Mobile_Networks,Tigo
102576-6,Mobile_Networks,Airtel
102576-6,Mobile_Networks,Vodacom
102576-6,Mobile_Networks,Tigo
102578-2,Mobile_Networks,Airtel
102578-2,Mobile_Networks,Vodacom
102578-2,Mobile_Networks,Tigo
102578-2,Mobile_Networks,Zantel
111724-1,Mobile_Networks,Airtel
111724-1,Mobile_Networks,Vodacom
111724-1,Mobile_Networks,Tigo
111724-1,Mobile_Networks,Other
112688-7,Mobile_Networks,Not set
102583-2,Mobile_Networks,Airtel
102583-2,Mobile_Networks,Vodacom
102583-2,Mobile_Networks,Tigo
102583-2,Mobile_Networks,Zantel
102583-2,Mobile_Networks,Other
102580-8,Mobile_Networks,Airtel
102580-8,Mobile_Networks,Vodacom
102584-0,Mobile_Networks,Airtel
102584-0,Mobile_Networks,Vodacom
102584-0,Mobile_Networks,Tigo
102584-0,Mobile_Networks,Zantel
102586-5,Mobile_Networks,Airtel
102586-5,Mobile_Networks,Vodacom
102586-5,Mobile_Networks,Tigo
102587-3,Mobile_Networks,Airtel
102587-3,Mobile_Networks,Vodacom
102587-3,Mobile_Networks,Tigo
102588-1,Mobile_Networks,Not set
102589-9,Mobile_Networks,Vodacom
102590-7,Mobile_Networks,Airtel
102590-7,Mobile_Networks,Vodacom
102590-7,Mobile_Networks,Tigo
102590-7,Mobile_Networks,Zantel
102591-5,Mobile_Networks,Airtel
102591-5,Mobile_Networks,Vodacom
102591-5,Mobile_Networks,Tigo
102591-5,Mobile_Networks,Zantel
102591-5,Mobile_Networks,Other
102592-3,Mobile_Networks,Airtel
102592-3,Mobile_Networks,Vodacom
102593-1,Mobile_Networks,Airtel
102593-1,Mobile_Networks,Vodacom
102593-1,Mobile_Networks,Tigo
102593-1,Mobile_Networks,Other
112135-9,Mobile_Networks,Airtel
112135-9,Mobile_Networks,Vodacom
112135-9,Mobile_Networks,Tigo
112135-9,Mobile_Networks,Zantel
102594-9,Mobile_Networks,Airtel
102594-9,Mobile_Networks,Vodacom
102594-9,Mobile_Networks,Tigo
102594-9,Mobile_Networks,Other
102595-6,Mobile_Networks,Airtel
102595-6,Mobile_Networks,Vodacom
102595-6,Mobile_Networks,Tigo
102595-6,Mobile_Networks,Zantel
102596-4,Mobile_Networks,Airtel
102596-4,Mobile_Networks,Vodacom
102596-4,Mobile_Networks,Tigo
102596-4,Mobile_Networks,Zantel
102597-2,Mobile_Networks,Airtel
102597-2,Mobile_Networks,Vodacom
102597-2,Mobile_Networks,Tigo
102597-2,Mobile_Networks,Zantel
102598-0,Mobile_Networks,Not set
112675-4,Mobile_Networks,Not set
102600-4,Mobile_Networks,Airtel
102600-4,Mobile_Networks,Vodacom
102600-4,Mobile_Networks,Tigo
102601-2,Mobile_Networks,Airtel
102602-0,Mobile_Networks,Tigo
102602-0,Mobile_Networks,Zantel
102604-6,Mobile_Networks,Not set
102603-8,Mobile_Networks,Airtel
102603-8,Mobile_Networks,Vodacom
102603-8,Mobile_Networks,Tigo
102605-3,Mobile_Networks,Airtel
102605-3,Mobile_Networks,Vodacom
102605-3,Mobile_Networks,Tigo
102605-3,Mobile_Networks,Other
102606-1,Mobile_Networks,Airtel
102606-1,Mobile_Networks,Vodacom
102606-1,Mobile_Networks,Tigo
113391-7,Mobile_Networks,Not set
102607-9,Mobile_Networks,Airtel
102607-9,Mobile_Networks,Vodacom
102607-9,Mobile_Networks,Tigo
102607-9,Mobile_Networks,Zantel
113890-8,Mobile_Networks,Airtel
113890-8,Mobile_Networks,Vodacom
113890-8,Mobile_Networks,Tigo
113890-8,Mobile_Networks,Zantel
102608-7,Mobile_Networks,Airtel
102608-7,Mobile_Networks,Vodacom
102608-7,Mobile_Networks,Tigo
102608-7,Mobile_Networks,Zantel
102609-5,Mobile_Networks,Not set
102610-3,Mobile_Networks,Airtel
102610-3,Mobile_Networks,Vodacom
102610-3,Mobile_Networks,Tigo
102611-1,Mobile_Networks,Airtel
102611-1,Mobile_Networks,Vodacom
102611-1,Mobile_Networks,Tigo
102613-7,Mobile_Networks,Airtel
102613-7,Mobile_Networks,Vodacom
109558-7,Mobile_Networks,Airtel
110424-9,Mobile_Networks,Airtel
110424-9,Mobile_Networks,Vodacom
110424-9,Mobile_Networks,Tigo
102616-0,Mobile_Networks,Airtel
102616-0,Mobile_Networks,Vodacom
102616-0,Mobile_Networks,Tigo
102616-0,Mobile_Networks,Zantel
102617-8,Mobile_Networks,Airtel
102617-8,Mobile_Networks,Vodacom
102617-8,Mobile_Networks,Tigo
102617-8,Mobile_Networks,Zantel
112869-3,Mobile_Networks,Not set
102618-6,Mobile_Networks,Not set
109191-7,Mobile_Networks,Airtel
109191-7,Mobile_Networks,Vodacom
109191-7,Mobile_Networks,Tigo
110886-9,Mobile_Networks,Airtel
110886-9,Mobile_Networks,Vodacom
110886-9,Mobile_Networks,Tigo
102620-2,Mobile_Networks,Airtel
102620-2,Mobile_Networks,Vodacom
102621-0,Mobile_Networks,Airtel
102621-0,Mobile_Networks,Vodacom
102621-0,Mobile_Networks,Tigo
102622-8,Mobile_Networks,Airtel
102622-8,Mobile_Networks,Vodacom
102622-8,Mobile_Networks,Tigo
102623-6,Mobile_Networks,Airtel
102623-6,Mobile_Networks,Vodacom
102623-6,Mobile_Networks,Tigo
102624-4,Mobile_Networks,Airtel
102624-4,Mobile_Networks,Vodacom
102624-4,Mobile_Networks,Tigo
102625-1,Mobile_Networks,Airtel
102625-1,Mobile_Networks,Vodacom
102625-1,Mobile_Networks,Tigo
102625-1,Mobile_Networks,Zantel
102626-9,Mobile_Networks,Airtel
102626-9,Mobile_Networks,Vodacom
102626-9,Mobile_Networks,Tigo
102627-7,Mobile_Networks,Airtel
102627-7,Mobile_Networks,Vodacom
102627-7,Mobile_Networks,Tigo
102628-5,Mobile_Networks,Airtel
102628-5,Mobile_Networks,Vodacom
102628-5,Mobile_Networks,Tigo
102628-5,Mobile_Networks,Zantel
110433-0,Mobile_Networks,Airtel
110433-0,Mobile_Networks,Vodacom
102630-1,Mobile_Networks,Airtel
102631-9,Mobile_Networks,Tigo
102632-7,Mobile_Networks,Not set
102633-5,Mobile_Networks,Airtel
102634-3,Mobile_Networks,Not set
102635-0,Mobile_Networks,Airtel
102635-0,Mobile_Networks,Vodacom
102635-0,Mobile_Networks,Tigo
110914-9,Mobile_Networks,Airtel
110914-9,Mobile_Networks,Vodacom
110914-9,Mobile_Networks,Tigo
110914-9,Mobile_Networks,Zantel
102637-6,Mobile_Networks,Airtel
102637-6,Mobile_Networks,Vodacom
102637-6,Mobile_Networks,Tigo
102637-6,Mobile_Networks,Zantel
113760-3,Mobile_Networks,Airtel
113760-3,Mobile_Networks,Tigo
102638-4,Mobile_Networks,Vodacom
102640-0,Mobile_Networks,Airtel
102640-0,Mobile_Networks,Vodacom
102640-0,Mobile_Networks,Tigo
102641-8,Mobile_Networks,Not set
111421-4,Mobile_Networks,Not set
112019-5,Mobile_Networks,Airtel
112019-5,Mobile_Networks,Vodacom
112019-5,Mobile_Networks,Tigo
112019-5,Mobile_Networks,Zantel
102643-4,Mobile_Networks,Airtel
102643-4,Mobile_Networks,Vodacom
102643-4,Mobile_Networks,Tigo
102643-4,Mobile_Networks,Zantel
102644-2,Mobile_Networks,Airtel
102644-2,Mobile_Networks,Vodacom
102644-2,Mobile_Networks,Tigo
102642-6,Mobile_Networks,Airtel
102642-6,Mobile_Networks,Vodacom
102642-6,Mobile_Networks,Tigo
102645-9,Mobile_Networks,Airtel
102645-9,Mobile_Networks,Vodacom
102645-9,Mobile_Networks,Tigo
102645-9,Mobile_Networks,Zantel
102646-7,Mobile_Networks,Airtel
102646-7,Mobile_Networks,Vodacom
102646-7,Mobile_Networks,Tigo
102647-5,Mobile_Networks,Airtel
102647-5,Mobile_Networks,Vodacom
102647-5,Mobile_Networks,Tigo
102648-3,Mobile_Networks,Tigo
102649-1,Mobile_Networks,Airtel
102649-1,Mobile_Networks,Vodacom
102649-1,Mobile_Networks,Tigo
102649-1,Mobile_Networks,Zantel
102649-1,Mobile_Networks,Other
113410-5,Mobile_Networks,Airtel
113410-5,Mobile_Networks,Vodacom
113410-5,Mobile_Networks,Tigo
108542-2,Mobile_Networks,Not set
102654-1,Mobile_Networks,Airtel
102654-1,Mobile_Networks,Vodacom
102654-1,Mobile_Networks,Tigo
102651-7,Mobile_Networks,Tigo
113151-5,Mobile_Networks,Airtel
113151-5,Mobile_Networks,Vodacom
113151-5,Mobile_Networks,Tigo
102652-5,Mobile_Networks,Not set
111518-7,Mobile_Networks,Airtel
111518-7,Mobile_Networks,Vodacom
111518-7,Mobile_Networks,Tigo
111518-7,Mobile_Networks,Zantel
111518-7,Mobile_Networks,Other
102655-8,Mobile_Networks,Airtel
102655-8,Mobile_Networks,Vodacom
102655-8,Mobile_Networks,Tigo
102655-8,Mobile_Networks,Other
109734-4,Mobile_Networks,Airtel
109734-4,Mobile_Networks,Vodacom
109734-4,Mobile_Networks,Tigo
109734-4,Mobile_Networks,Zantel
109734-4,Mobile_Networks,Other
102656-6,Mobile_Networks,Airtel
102656-6,Mobile_Networks,Vodacom
102656-6,Mobile_Networks,Tigo
102656-6,Mobile_Networks,Zantel
102656-6,Mobile_Networks,Other
102657-4,Mobile_Networks,Airtel
102658-2,Mobile_Networks,Not set
109563-7,Mobile_Networks,Airtel
109563-7,Mobile_Networks,Vodacom
109563-7,Mobile_Networks,Tigo
102660-8,Mobile_Networks,Airtel
102660-8,Mobile_Networks,Vodacom
102660-8,Mobile_Networks,Tigo
102660-8,Mobile_Networks,Zantel
102661-6,Mobile_Networks,Airtel
102661-6,Mobile_Networks,Vodacom
102661-6,Mobile_Networks,Tigo
102661-6,Mobile_Networks,Other
102662-4,Mobile_Networks,Not set
102663-2,Mobile_Networks,Not set
102664-0,Mobile_Networks,Not set
102665-7,Mobile_Networks,Airtel
102665-7,Mobile_Networks,Vodacom
102665-7,Mobile_Networks,Tigo
102666-5,Mobile_Networks,Airtel
111328-1,Mobile_Networks,Airtel
