Facility_ID,Facility Name,Ward,Village/Street,Facility Type,Operating Status,Ownership,Latitude,Longitude,Facility_Zone,Facility_Region,Facility_District,Facility_Council,Facility_Location,Common_Facility_Name,Registration_ID,CTC_ID,MTUHA_Code,MSD_ID,Facility_Type,Facility_Ownership,Facility_Operating_Status,Facility_Registration_Status,Location_Description,Waypoint_Number,Altitude(Meters),Service_Areas(Villages),Catchment_Population,Date_Opened/Inaugurated/Upgraded,Year,Postal_Address,Postal_Code,Official_Phone_#,Official_Fax_#,Official_Email,Facility_In-Charge_Name,Facility_In-Charge_Cadre,Website
112943-6,Family Eye Care - AAR Mwanza Branch,Mbugani,Mbugani 'B',Clinic - Optometry Clinic,Operating,Private - For Profit,,,Lake Zone,Mwanza,Nyamagana,Nyamagana MC,Not set,Not set,138,Not set,Not set,Not set,Clinic - Optometry Clinic,Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,2808 Mwanza,Not set,754282305,Not set,efurahini@hotmail.com,Emmanuel Furahin,Optometrist,Not set
112645-7,Faraja,Ngerengere,Not set,Health Labs,Operating,Private - For Profit,,,Eastern Zone,Morogoro,Morogoro,Morogoro DC,Not set,Not set,phl-c/mor/aut/03,Not set,Not set,Not set,Health Labs,Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112916-2,Faraja,Ruaha,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Southern Highlands Zone,Iringa,Iringa,Iringa MC,Not set,Not set,PHL-C/IR/AUT/09,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112957-6,Faraja,Masoko,Masoko,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Southern Zone,Lindi,Kilwa,Kilwa DC,Not set,Not set,PHL-C/LIND/AUT/01,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112663-0,Faraja Nursing and Maternity home,Kasharunga,Runazi,Maternity Home,Operating,Private - For Profit,,,Lake Zone,Kagera,Muleba,Muleba DC,Not set,Faraja Nursing and Maternity home,Not set,Not set,Not set,Not set,Maternity Home,Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Box Runazi,Not set,754064442,Not set,Not set,Sophia H Rwabasola,Not set,Not set
112580-6,Faraja Prinmat,Nyamakokoto,Ukerewe Road,Maternity Home,Operating,Private - For Profit,,,Lake Zone,Mara,Bunda,Bunda TC,Not set,Faraja Prinmat,Not set,Not set,Not set,Not set,Maternity Home,Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Box 163 Bunda Mara,Not set,769082223,Not set,juliusmsafiri1@gmail.com,Anna F Nyamtukila,Registered Nurse,Not set
112794-3,Fariji,Mkonze,Michese,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Central Zone,Dodoma,Dodoma,Dodoma MC,Not set,Not set,phl-c/Dom/Aut/030,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112904-8,Fast,Boma,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Southern Highlands Zone,Iringa,Mafinga,Mafinga TC,Not set,Not set,PHL-C/IR/AUT/01,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
101140-2,Fatsma,Katandala,Jangwani,Dispensary,Closed,Private - For Profit,,,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga MC,Not set,Fatsma,Not set,Not set,Not set,Not set,Dispensary,Private - For Profit,Closed,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
101141-0,Fauna,Ngarenaro,Not set,Dispensary,Closed,Private,,,Northern Zone,Arusha,Arusha,Arusha CC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Private,Closed,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112703-4,Femm,Ifakara,Not set,Health Labs,Operating,Private - For Profit,,,Eastern Zone,Morogoro,Kilombero,Ifakara TC,Not set,Not set,Phl-C/Mor/Aut/042,Not set,Not set,Not set,Health Labs,Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
111823-1,FFU,Olasiti,Olasiti centre,Dispensary,Closed,Public - Military,,,Northern Zone,Arusha,Arusha,Arusha CC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - Military,Closed,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113472-5,Fili's,Kigogo,Kigogo Mkwajuni,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Not set,Not set,PHL-C/DSM-KIN/AUT/07,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112577-2,Fiona,Kigera,Not set,Health Labs,Operating,Private - For Profit,,,Lake Zone,Mara,Musoma,Musoma MC,Not set,Not set,PHL-C/MAR/AUT/028,Not set,Not set,Not set,Health Labs,Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112773-7,FPCT City Centre Optometry,Kisutu,Mtendeni,Clinic - Optometry Clinic,Operating,Private - Faith based organization (FBO) - Pentecoste,,,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Red Cross Building,Not set,44,Not set,Not set,Not set,Clinic - Optometry Clinic,Private - Faith based organization (FBO) - Pentecoste,Operating,Registered,Red Cross Building,Not set,Not set,Not set,Not set,31 05 2012,2012,12251 DSM,Not set,222 850 051 & 222 851 005,Not set,fpcthq@fpct.or.tz,Salome focus Urassa,Optometrist,Not set
112928-7,FPCT Tanga Optical,Ngamiani Kaskazini,Pangani Road,Clinic - Optometry Clinic,Closed (Temporary),Private - For Profit,,,Northern Zone,Tanga,Tanga,Tanga CC,street 2,Not set,101,Not set,Not set,Not set,Clinic - Optometry Clinic,Private - For Profit,Closed (Temporary),Registered,street 2,Not set,Not set,Not set,Not set,01 01 2014,Not set,Box 5551 Tanga,Not set,754 829 291,Not set,drmsuya@hotmail.com,Not set,Not set,Not set
113055-8,Frosia,Mjimwema,Joshoni,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Southern Highlands Zone,Njombe,Njombe,Njombe TC,Not set,Not set,PHL-C/NJM/AUT/08,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,21 07 2016,2016,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112775-2,Furaha,Mnadani,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Central Zone,Dodoma,Dodoma,Dodoma MC,Not set,Not set,phl-c/Dom/Aut/013,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113077-2,Furaha,Mshangano,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Southern Zone,Ruvuma,Songea,Songea MC,Not set,Not set,PHL-C/RUV/AUT/013,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113209-1,Furaha,Isevya,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Western Zone,Tabora,Tabora,Tabora MC,Not set,Not set,PHL-C/TAB/AUT/026,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112956-8,Furaha,Mshangano,Mshangano,Dispensary,Operating,Private - For Profit,,,Southern Zone,Ruvuma,Songea,Songea MC,Not set,Not set,104221,Not set,Not set,Not set,Dispensary,Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,27 06 2018,2018,Box 818,Not set,767865531,Not set,Not set,Dr Regina O. Hyera,Medical Officer,Not set
112791-9,Future,Msalato,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Central Zone,Dodoma,Dodoma,Dodoma MC,Not set,Not set,phl-c/Dom/Aut/028,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113474-1,Genesis,Kunduchi,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Not set,Not set,PHL-C/DSM-KIN/AUT/010,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113680-3,Gidng'wari,Madunga,Gidng'war,Dispensary,Pending Operation - Under Construction,Public - LGA,,,Northern Zone,Manyara,Babati,Babati DC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Pending Operation - Under Construction,Not Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112932-9,Gillah,Makorora,Makorora kati,Dispensary,Operating,Private - For Profit,,,Northern Zone,Tanga,Tanga,Tanga CC,Not set,Not set,44227,Not set,Not set,Not set,Dispensary,Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Box 02,Not set,712436630,Not set,Not set,Dr Absheikh B Gillah,MO,Not set
112676-2,Glory,Malinyi,Not set,Health Labs,Operating,Private - For Profit,,,Eastern Zone,Morogoro,Ulanga,Malinyi DC,Not set,Not set,Phl-C/Mor/Aut/024,Not set,Not set,Not set,Health Labs,Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112500-4,GML HEALTH SPECILIZED POLY,Mawenzi,Rengua,Clinic - Other Clinic,Operating,Private - For Profit,,,Northern Zone,Kilimanjaro,Moshi,Moshi MC,Not set,HOPE,36219,Not set,Not set,Not set,Clinic - Other Clinic,Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,2276 MOSHI,2276,716650754,Not set,maryyanfort@yahoo.com,MARY MOSHA,Not set,Not set
112718-2,Gogadi,Kinyerezi,Kinyerezi,Dispensary,Operating,Private - For Profit,,,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Not set,Not set,72538,Not set,Not set,Not set,Dispensary,Private - For Profit,Operating,Registered,Not set,Not set,Not set,Kinyerezi,3072,25 09 2018,2018,Box 16543,Not set,Not set,Not set,Not set,Dr Emmanuel Luvumbagu,Not set,Not set
113440-2,Gogadi,Kinyerezi,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Not set,Not set,PHL-C/DSM-ILA/AUT/040,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Kinyerezi,5429,16 04 2018,2018,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
111203-6,Gold Pride,Lusu,Not set,Dispensary,Closed,Public - Parastatal,,,Western Zone,Tabora,Nzega,Nzega DC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - Parastatal,Closed,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
111875-1,Golden Grace,Kitangili,Kitangili,Dispensary,Operating,Private - For Profit,,,Western Zone,Shinyanga,Shinyanga,Shinyanga MC,1125,Golden Grace,175212,Not set,1705031,Not set,Dispensary,Private - For Profit,Operating,Registered,1125,33.42416,368717,"m.mapya.kitangili,songambele,sokoine,bsolwa",1,01 08 2017,2017,74,Not set,0756-807202,Not set,ngumilaja2012@yahoo.com,Juma Makoye Bundala,CLINICAL OFFICER,Not set
113424-6,Gongo la mboto,Gongo la Mboto,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Not set,Not set,PHL-C/DSM-ILA/AUT/014,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Gongo la mboto,4187,16 07 2012,2012,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113574-8,Goodlife,Vibaoni,Vibaoni,Dispensary,Operating,Private - For Profit,,,Northern Zone,Tanga,Handeni,Handeni TC,Not set,Goodlife,46209,Not set,Not set,Not set,Dispensary,Private - For Profit,Operating,Registered,Not set,Not set,Not set,vibaoni,Not set,06 06 2017,2017,"Box 1, Handeni",Not set,784463993,Not set,Not set,Rashidi Athumani Shemsanga,Assistant Medical officer,Not set
113072-3,Goodluck,Mbinga Mjini,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Southern Zone,Ruvuma,Mbinga,Mbinga TC,Not set,Not set,PHL-C/RUV/AUT/09,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
111332-3,Green A Disp,Magomeni,Magomeni,Dispensary,Closed (Temporary),Private - For Profit,,,Eastern Zone,Pwani,Bagamoyo,Bagamoyo DC,Bagamoyo-Kidongo chekundu,Green A Disp,161216,Not set,Not set,Not set,Dispensary,Private - For Profit,Closed (Temporary),Registered,Bagamoyo-Kidongo chekundu,Not set,18,"Kidongochekundu,SanzaleNianjem",Not set,16 11 2015,2015,Not set,Not set,Not set,Not set,Not set,Awadhi Mjenga,AMO,Not set
101275-6,Guse,Bashnet,Guse,Dispensary,Pending Operation - Under Construction,Public - LGA,,,Northern Zone,Manyara,Babati,Babati DC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Pending Operation - Under Construction,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113079-8,Haleluya,Mbinga Mjini,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Southern Zone,Ruvuma,Mbinga,Mbinga TC,Not set,Not set,PHL-C/RUV/AUT/015,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113198-6,Haleluya,Isevya,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Western Zone,Tabora,Tabora,Tabora MC,Not set,Not set,PHL-C/TAB/AUT/016,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112678-8,Hamasa,Ulaya,Not set,Health Labs,Operating,Private - For Profit,,,Eastern Zone,Morogoro,Kilosa,Kilosa DC,Not set,Not set,Not set,Not set,Not set,Not set,Health Labs,Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
101323-4,Happy,Not set,Not set,Dispensary,Closed,Private,,,Northern Zone,Arusha,Arusha,Arusha CC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Private,Closed,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
101326-7,Harlem Agape,Mburahati,Not set,Dispensary,Closed,Private - For Profit,,,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Private - For Profit,Closed,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112884-2,Harowin Eye & Optometry Services,Kilimanjaro,Mawenzi,Clinic - Optometry Clinic,Operating,Private - For Profit,,,Northern Zone,Kilimanjaro,Moshi,Moshi MC,at KNCU Building Kibo Arcade,Not set,55,Not set,Not set,Not set,Clinic - Optometry Clinic,Private - For Profit,Operating,Registered,at KNCU Building Kibo Arcade,Not set,Not set,Not set,Not set,31 05 2012,2012,7361 Moshi,Not set,756 777 046,Not set,Not set,Sadick Abdallah Msangi,Optometrist,Not set
113490-7,Hasafa,Kijitonyama,Not set,Health Labs - Specimen collection point,Operating,Private - For Profit,,,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Not set,Not set,PHL-C/DSM-KIN/AUT/030,Not set,Not set,Not set,Health Labs - Specimen collection point,Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113498-0,Hassan,Mwananyamala,Kwa kopa,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Not set,Not set,PHL-C/DSM-KIN/AUT/018,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112537-6,Head 2 Toe,Bunju,Boko,Clinic - Other Clinic,Operating,Private - For Profit,,,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Bunju Boko,Head 2 Toe,71592,Not set,Not set,Not set,Clinic - Other Clinic,Private - For Profit,Operating,Registered,Bunju Boko,Not set,Not set,Not set,Not set,19 02 2019,2019,Box 20536,Not set,786583335,Not set,Not set,Dr Paulo Gasper Mareale,Dr Paulo Gasper Mareale,Not set
112515-2,Healthscope,Saranga,Upendo,Dispensary,Operating,Private - For Profit,,,Eastern Zone,Dar es Salaam,Ubungo,Ubungo MC,kimara temboni,Healthscope,71572,Not set,Not set,Not set,Dispensary,Private - For Profit,Operating,Registered,kimara temboni,Not set,Not set,Kimara Temboni,Not set,Not set,Not set,Box 65168 DSM,Not set,755935264,Not set,healthscopedisp@gmail.com,"DR, Digna Narcis Riwa",Physian,Not set
113501-1,Heameda,Mabwepande,Bunju B,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Not set,Not set,PHL-C/DSM-KIN/AUT/039,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113221-6,Hefsiba,Majengo,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,Northern Zone,Tanga,Tanga,Tanga CC,Not set,Not set,PHL-C/TAG/AUT/08,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
101349-9,Hekima (BIT),Kivukoni,Kivukoni,Dispensary,Closed,Private - For Profit,,,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Private - For Profit,Closed,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
